constituency_id,year,Private_renters,Social_renters,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,White,Asian,Black,Mixed,con_pre_ge_adjusted,lab_pre_ge_adjusted,lib_pre_ge_adjusted,oth_pre_ge_adjusted,con_share_prev,mean_con_share_ge,lab_share_prev,mean_lab_share_ge,lib_share_prev,mean_lib_share_ge,oth_share_prev,mean_oth_share_ge,party,votes
E14000533,2015,0.1295087085309413,0.1465725081828081,0.1077999999999999,0.1057,0.1128,0.115,0.1464,0.1411,0.1336999999999999,0.0876,0.9810682782,0.0072363126,0.0022467126,0.0082288388,0.37449092007534035,0.4154449913529332,0.058882818322928285,0.1766958424507658,0.386,0.3463261538461538,0.374,0.30068,0.144,0.2249892307692307,0.095,0.12796,con_votes,20106.0
E14000533,2017,0.1359283847263781,0.1468395594341283,0.1073,0.1035,0.1138,0.1158,0.1373,0.1454,0.1296,0.0969,0.9796585828,0.0075034223999999,0.0023687374,0.0090434162,0.5298103039541241,0.40782315591439994,0.0304181354078036,0.09086373198663808,0.44,0.3562784615384615,0.348,0.3140184615384615,0.03,0.0759415384615384,0.183,0.2537646153846153,con_votes,25905.0
E14000533,2019,0.1423480609218149,0.1471066106854485,0.1065,0.1009,0.1144,0.1204,0.1267,0.1502,0.1243,0.1041,0.9782488874,0.0077705321999999,0.0024907622,0.0098579936,0.5892076756998212,0.3135097097846936,0.041121166857042486,0.02765106490092155,0.565,0.4132923076923077,0.384,0.4066476923076923,0.024,0.070036923076923,0.026,0.1100138461538461,con_votes,29096.0
E14000533,2024,0.1583972514104068,0.147774238813749,0.089,0.1114,0.1174,0.1134,0.1181999999999999,0.1641999999999999,0.1178,0.1186,0.9747246489,0.0084383066999999,0.0027958242,0.0118944371,,,,,0.639,0.4274707692307692,0.268,0.32828,0.063,0.1084323076923076,0.03,0.1358107692307692,con_votes,
W07000057,2010,0.1580977336630875,0.1992504623654864,0.1133,0.1324999999999999,0.1783999999999999,0.1170999999999999,0.1321,0.1085,0.1069,0.0654,0.9436249964,0.0310376848,0.0031118349,0.0094634549,0.19183655885471898,0.14853245480147045,0.13255105824529773,0.4401143407558499,0.165,0.3079183673469388,0.193,0.3651255886970173,0.106,0.215916797488226,0.536,0.1108257456828885,con_votes,4416.0
W07000057,2015,0.1663704125946166,0.1979502163732964,0.1152,0.1238,0.1903999999999999,0.1048,0.1245,0.118,0.1049,0.0707,0.9434436544,0.0295481058,0.0049696604,0.0114255604,0.16396105049930706,0.33768790740987087,0.057656092941200617,0.7179431072210064,0.169,0.3463261538461538,0.304,0.30068,0.141,0.2249892307692307,0.386,0.12796,con_votes,3521.0
W07000057,2017,0.1696794841672282,0.1974301179764203,0.1112,0.1257,0.1934,0.1081,0.115,0.1202,0.1018,0.0769,0.9433711176,0.0289522742,0.0057127906,0.0122104026,0.15773897685906876,0.3550874029944344,0.02737632186702324,0.2676259647038138,0.131,0.3562784615384615,0.303,0.3140184615384615,0.027,0.0759415384615384,0.539,0.2537646153846153,con_votes,4614.0
W07000057,2019,0.1729885557398398,0.1969100195795443,0.1076,0.1229,0.1944,0.1144,0.1086999999999999,0.1215,0.0998,0.0816,0.9432985808,0.0283564426,0.0064559208,0.0129952448,0.17102665276950565,0.3306547720385441,0.03940778490466571,0.43390901844523044,0.164,0.4132923076923077,0.405,0.4066476923076923,0.023,0.070036923076923,0.408,0.1100138461538461,con_votes,4428.0
W07000057,2024,0.1812612346713689,0.1956097735873543,0.0896,0.1234,0.2023999999999999,0.1223999999999999,0.0902,0.129,0.1008,0.0936,0.9431172388,0.0268668636,0.0083137463,0.0149573503,,,,,0.152,0.4274707692307692,0.356,0.32828,0.0,0.1084323076923076,0.492,0.1358107692307692,con_votes,
E14000534,2010,0.1136272639718257,0.1060102991844424,0.1042999999999999,0.1154,0.0729,0.0958,0.1568999999999999,0.1378,0.1511999999999999,0.0943999999999999,0.9787672936,0.0091744436,0.0020318494,0.0093394355,0.5789976139978791,0.13160129415052563,0.33888053570260085,0.050087639526318735,0.498,0.3079183673469388,0.171,0.3651255886970173,0.271,0.215916797488226,0.061,0.1108257456828885,con_votes,32333.0
E14000534,2015,0.1229265378349358,0.1047812294787932,0.1025,0.1113,0.073,0.0868999999999999,0.1397,0.1512,0.1484,0.1119999999999999,0.9723541056,0.0100292756,0.0026162274,0.012607818,0.5607661963822453,0.09553013170147662,0.11408546050067359,0.10601750547045949,0.578,0.3463261538461538,0.086,0.30068,0.279,0.2249892307692307,0.057,0.12796,con_votes,34331.0
E14000534,2017,0.1266462473801799,0.1042896015965335,0.1014,0.1075,0.0726,0.0882,0.1296,0.1568,0.1433,0.1242,0.9697888304,0.0103712084,0.0028499786,0.0139151709999999,0.732101510918426,0.13125342948969196,0.07300352497872863,0.10327681012688918,0.608,0.3562784615384615,0.112,0.3140184615384615,0.072,0.0759415384615384,0.208,0.2537646153846153,con_votes,37573.0
E14000534,2019,0.130365956925424,0.1037979737142738,0.0996,0.1079,0.0719,0.088,0.1231,0.1575,0.1408,0.1317,0.9672235552,0.0107131412,0.0030837298,0.0152225239999999,0.6507355568790947,0.18532995864876423,0.13535717423776483,0.07444517473325034,0.624,0.4132923076923077,0.227,0.4066476923076923,0.079,0.070036923076923,0.07,0.1100138461538461,con_votes,35566.0
E14000534,2024,0.1396652307885341,0.1025689040086245,0.1016,0.1134,0.0624,0.088,0.1226,0.165,0.1518,0.1382,0.9608103672,0.0115679732,0.0036681078,0.0184909064999999,,,,,0.579,0.4274707692307692,0.158,0.32828,0.212,0.1084323076923076,0.05,0.1358107692307692,con_votes,
